"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bangladesh","BGD","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","42642.7807279795","43969.1501884962","45039.6995555086","43546.3664190801","46925.7095478468","46307.1230355438","46134.6425738716","43956.9067212038","46732.0869795743","45977.0063846725","47319.901256151","43951.916626874","37089.9160670225","37241.748971851","39674.6402833131","37067.788598957","38184.9234294828","38242.1217617215","39960.1598678407","40882.1038057663","40242.3115688443","42060.6783912358","41796.010481174","42270.1637510423","43177.4209948915","43534.9428865183","44299.3944280157","44952.7926329647","45069.9245786133","45409.0715540452","47016.9184182589","47734.7709835918","49392.999692494","50765.6699603733","51771.6250698347","53421.0140801369","54825.7434751319","56235.3263774783","58040.4536110336","59607.9477842628","61626.6982524953","63685.2018031983","65113.5720928042","67214.3474020292","69779.4867535747","73408.9367486143","77402.6976959472","81979.676149241","86046.3367660402","89549.080252641","93713.5270729492","98869.1798408913","104312.402962838","109552.451403575","115138.59071845","121591.52773581","129083.773460293","136424.900703757","145213.358628597","155338.569163005","159356.367337233","169030.405039032","179186.554040884","187233.291958995","",
"Bulgaria","BGR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","7499.28903081196","7840.59249078763","7999.93639441231","8253.73604706442","8514.1255198308","8742.72582207082","9113.00135405992","9650.54199054718","10694.7394011084","10464.6216874738","9683.62524076838","8954.05424802974","8392.52187953752","8334.51163047737","8514.90037207474","8797.69611638832","9303.50816817186","8039.07559466549","8399.54965527749","7737.57500038974","8132.58252090654","8613.31251212677","9319.19211561431","9885.2455980308","10608.5889856755","11443.0077561323","12314.604404513","13230.9942907793","14140.9065605205","13755.9324451809","14062.1503410339","14448.425002259","14641.1765414416","14643.4339993242","14866.7271230733","15470.2286475422","16050.6374878609","16612.2773389908","17159.2588053273","17935.2010483157","17462.9580409042","18975.6779222486","20438.6897282144","21459.8170879639","",
"Bahrain","BHR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","6431.93409192675","6367.51249542757","6740.09816059518","7281.40039529673","7495.56993395569","6490.64804886627","8053.08551522522","8666.15524580095","8583.17958184813","8482.46253916624","8325.11738783744","7575.53110947334","6759.54427092823","6944.28551598839","7038.00628871373","6466.30639139691","6309.28901282234","6716.06421624735","6930.51666025125","6712.4113013172","6772.40817173653","7708.82496749453","8011.055938721","8807.30676313314","8557.07285830687","8662.42171387333","8784.05602486699","8820.20505624423","9002.36617162452","9145.32221544862","9379.41023144537","9268.04341110746","8914.66448829561","8807.10270600376","8744.52086741179","8652.80809534417","8525.57895581252","8532.02822834151","8537.46435026166","8197.74178173869","8204.06774528852","8596.83519941089","8820.84991778084","8959.92709810396","8909.67485748105","8761.48087821694","8754.54968161009","8714.53638492961","8881.72439326694","9182.17011422363","8707.16965855276","8891.69184340237","9297.89144437601","9257.10452177122","",
"Bahamas, The","BHS","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","19436.6702717574","20474.9587387579","21506.8885153277","22609.9867048643","23847.3393604092","25190.1767600303","26247.4146919431","27456.041419389","28399.3478766998","29577.6987880729","26850.4810954579","26447.2460323698","24845.6251409043","26095.4602845745","21241.9115475646","17705.6376270928","18223.0176642533","19468.7300291572","21771.9229624465","26925.1948560662","28144.298740786","25106.203838319","26342.7146799438","26834.8021602138","30124.8474060025","31044.3508536306","31064.5031102448","31454.3540229446","31635.7899027202","33175.1074386565","32081.5922810705","30215.9426639737","28531.9147894393","28088.0891332777","28467.3871619411","29225.8030060273","29982.0790941267","29915.3436430538","30882.9684685827","32649.6961960365","33560.9183689224","34021.8889932771","34544.0783561611","33700.2187010232","33580.9430752659","34306.2106346723","34717.1869393613","34724.9344812557","33464.7604155032","31652.9312863482","31731.69550286","31561.1641814332","32183.5357912371","30974.6063496001","31270.7625988104","31332.6465046997","30814.6267925938","31480.1592890892","32124.4305695959","31531.2092227782","24701.7781404173","28469.951283261","31447.1572528915","32123.3727218105","",
"Bosnia and Herzegovina","BIH","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1395.29545197062","1262.11348027731","1243.26130161507","1318.96932806964","1536.25322514664","1786.28875723847","2640.94609735743","3480.2126908211","3987.90560176223","4324.31505663625","4526.15708893591","4614.02537853175","4836.08341161251","5034.49639980443","5401.46346752598","5672.92242413206","6028.94711454217","6461.33750134548","6926.78434996545","6835.99541625148","7018.77096302951","7218.06361540628","7298.56819122463","7592.65759200235","7779.43514261133","8221.85616140326","8599.72997431905","8993.48496011004","9452.62474165929","9846.10015803162","9682.90017212486","10572.9248943036","11157.724876607","11475.0774942992","",
"Belarus","BLR","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6071.58852396815","5995.96281634713","5408.45537292671","4986.39195409873","4408.19113259762","3962.57357831328","4087.26332803973","4572.17429780041","4978.61153343861","5171.10351094266","5496.86422836411","5786.21323501153","6116.95795345709","6593.76980177069","7399.04173751272","8150.02725171184","9020.09047770861","9840.87000644338","10882.1624789399","10930.7737228405","11803.6761081415","12488.0001535832","12721.184805694","12853.1658293716","13058.0532626361","12541.3132861757","12213.7449931054","12536.7750394462","12959.263295011","13173.2683578495","13140.1738516359","13572.5929943129","13044.8172754631","13625.2603696241","",
"Belize","BLZ","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","3118.97278740226","3190.7089456596","3262.8368734512","3332.19855325012","3398.97441020442","3461.89083353236","3518.44844586955","3579.65117010569","3728.08404452852","3808.01094544222","3901.96858434932","3988.12203086194","4329.6755269659","4497.5800150263","5038.12198775208","5130.99117243283","5024.73302579283","5241.37935196156","5541.29823448415","5833.15472409266","6386.92421171637","6297.63553022462","6135.77365812728","5859.99731280831","5835.89512883957","5759.60340911866","5886.46048438115","6373.95090406098","6844.38862883891","7565.31012188245","8248.48696716118","9024.80752780154","9963.71404784719","10362.6437902125","10142.2924504136","9963.94737099919","9778.89781750749","9858.53959143879","9890.61743637115","10456.5796643768","11359.2664421364","11562.5717150001","11823.4124581558","12584.350595193","12802.1848591031","12710.0678866482","12907.5511154031","12969.9425869639","12405.6630120153","12031.1310433954","11875.2829864635","11590.9660309565","11768.3470189645","12033.0067588335","12256.2857707861","12346.597143683","12069.7550074718","11581.12764669","11493.4275930631","11809.8950571367","10038.3304504468","11684.1956159921","12577.067188435","12462.4792632557","",
"Bermuda","BMU","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","37628.4392769143","38553.6700832502","39260.9665001469","38717.4760035289","42027.1686489981","43052.691430859","48148.0897103062","53460.2958557176","53621.9367708912","54489.5032744708","57019.9395096309","58438.4875967077","59276.9450410015","59993.950553394","60394.7378618818","62584.3714920288","68074.7191317422","71937.9621732118","72834.1792592315","74279.0804791001","79946.7135058596","81359.07815249","76506.3389780646","77487.6458550121","77307.4374195653","75243.0541523395","79768.1295245934","82206.3810183951","84886.0879909699","84621.0913021408","84005.0575583314","80442.0357339956","79811.7451675313","81641.2353781284","81606.2979356016","84721.1067432718","86507.1706819588","89939.1644648288","92734.8340177114","95111.0136771154","103253.039805037","110143.155478688","108035.251520711","111283.065110762","113558.618815442","115172.606081868","121319.667695833","125027.773369306","122132.701421801","114780.14630693","111626.363279718","107434.986584658","101874.304748138","101704.40746217","98009.633395772","98870.8874322451","98244.32221154","101585.800119538","100745.23350723","100618.715584882","93333.1365909726","97986.1093924019","104125.052124357","104108.318649726","",
"Bolivia","BOL","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","1646.87345593564","1647.28508777153","1703.67520640997","1781.87469055549","1813.66052091526","1862.5865845896","1953.4828355419","2031.88150717099","2156.76834609874","2203.41788459242","2267.26537001009","2329.12313056867","2458.84099198122","2542.12464461733","2558.35365850502","2683.90750921794","2744.21733070852","2814.94634316918","2807.51065682943","2747.9851581884","2650.02489069093","2599.01621844976","2442.72504307016","2294.06134059515","2241.05541217994","2157.35859969748","2058.11182759991","2064.79662715876","2080.31160259047","2113.92686563829","2165.89458218364","2232.94058793545","2223.87184105806","2273.27287396617","2333.76174824862","2397.22830501217","2455.91527818916","2531.46071817725","2612.24519131416","2577.99393981375","2597.65494590839","2597.21073502046","2617.61874666797","2643.92996121847","2708.30996469363","2780.7845179993","2864.92372309157","2944.88384217982","3073.62326205494","3124.340415973","3200.21368358664","3312.56197621995","3426.9799740524","3602.73164568053","3741.2272876513","3863.88909634483","3969.0721608601","4075.59127776917","4187.27748042123","4220.31561019614","3804.314590242","3995.87170968598","4092.02982689567","4160.61110500007","",
"Brazil","BRA","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","5940.09636835512","6259.21850692741","6476.15743476771","6325.81979249095","6354.32676066507","6326.02927401328","6567.9390549596","6665.29941630216","7133.39214607585","7617.60170342385","8204.39358244844","8914.10020148046","9738.59276102997","10833.4667442629","11439.347092525","11747.5713235816","12647.7072660963","12958.7975051025","13282.1075111256","13846.9394286863","14768.2292200842","13815.0957963261","13615.8722861146","12924.9796438587","13328.328703106","14071.5792816118","14817.1202556038","15039.1802434164","14745.763354359","14933.8105868181","14031.3198284837","13934.9943399953","13630.0267932451","14071.4594657186","14664.0002236273","15049.964965855","15151.2465308928","15434.4603505957","15257.9512585315","15107.6909090709","15555.2140188351","15567.1916141151","15844.6056755957","15837.343644227","16561.3784815814","16905.409377727","17390.1755146791","18259.9399535365","19007.1761866962","18814.0017653378","20060.9618090071","20689.2106579104","20916.2401811157","21370.8192722873","21306.0307331089","20388.5083456728","19570.9032281443","19685.9153454892","19900.5722602854","20012.606678622","19245.0220554559","20076.0089475226","20607.2834487716","21122.8450826273","",
"Barbados","BRB","GDP per capita (constant LCU)","NY.GDP.PCAP.KN","14620.8228443502","15593.8228738798","16856.6463136439","15843.4561776887","16469.9390106588","18167.0812931019","18695.4815160021","20508.5861811726","21800.3116955262","23354.4017761533","25581.1114510614","26605.3929508392","26891.4094674085","27179.6546553526","25868.5518652422","25336.8381094478","26413.5000612243","27355.5158865914","28698.1816150761","30998.081672587","32320.8471073274","31613.0694794342","29965.7352807287","30009.5817960885","30976.860131345","31206.8838322835","32697.7384964086","33458.7426474282","34566.5719418768","35762.9632506357","34516.8157662893","33069.5327097977","31079.917252687","31235.1929235135","31791.0419526852","32379.4552772314","33635.5684997581","35215.428305083","36522.2988364944","36633.2159718215","38328.6505721162","37370.3785868534","37418.9524652024","37998.7999381144","38315.7703570083","39622.6210983078","41826.1978231306","42493.4481691354","42539.025208466","40197.0434904284","39145.6498439561","38733.2365221863","38500.4809740808","38011.6932274503","37949.668400707","37541.9875264346","38131.6139600426","38102.5063264935","37582.7213753647","37761.2587880103","32020.6323793566","31888.1639712632","37551.9775572227","39086.7958744191","",
